player_id,drafted
c6d3ce49-28b6-4756-8061-b2bd68730c52,6.345971237010701e-07
24dd0ae2-9d22-4d31-9cb6-c31f58f903b5,9.194697989862104e-07
0cf3e822-9446-4285-b7ed-7c19d8e976fe,2.278186716385795e-06
b1a88de0-6852-4597-bb92-9164b40758e5,9.043127104536156e-07
97c327ce-d051-40f0-9166-1a43557c3c92,6.720480702970112e-07
34fe41f0-255d-4274-8462-860a221a9d5a,7.284417909638897e-07
f7292ab7-feed-434f-8cba-b193a02276c0,7.031980132328407e-07
ac793895-8cec-4d08-9480-5d0458522614,9.91592504105692e-07
8b241a30-61cc-43a2-a4b3-fe4a632ef573,3.533192125127241e-06
5ab8c5c9-eac3-469a-9400-63f685d365b5,2.550668264868066e-06
764918b8-ddea-466e-89d6-9322dba2291b,6.786156189156847e-07
f99541d2-60fc-416d-909e-abd7dc88aaf6,6.985581860874699e-07
cb7675b3-06a3-448f-95b8-ac1bec00488a,7.970146697969015e-07
2c611c62-0369-4a50-b7c1-700673df1964,7.697502052404865e-06
580c861f-2ee9-4087-9b84-1339d83d467e,7.737593544630022e-07
5fa6c67d-776c-4338-b064-6309d770a2c5,1.8633337005641e-06
c580539f-84fd-421a-b2fc-7cf56ddb596d,9.832657073445622e-07
442aa033-15b1-418d-b4d3-8c1adfe2dd74,6.34676689127421e-07
ca0eb92b-835b-45fa-950b-382609b0d270,7.076314212579159e-07
56db5cb1-dff0-4915-a0b3-39c79e724d6f,8.879756903362856e-07
e131f57b-1709-4599-827c-2d22b55cce5f,6.331731323190284e-07
bf880bcc-8213-4ba5-9980-e74c9cdac0c2,6.422493967581801e-07
cc75eb26-5b3f-4d2b-9641-7d3542d5f015,1.974562131545649e-06
c75c0267-e95d-497b-869e-3c2914f7f0bd,2.22498027318916e-05
e8e02909-9496-4ce6-8f7e-a9496c7c70fd,7.012554449592377e-07
8874e568-0fcb-40e6-8f5f-e862ad84d62c,8.024111934019739e-07
3867d275-e17f-41dd-9688-08fc9ed39a95,1.2998493931482322e-06
164e93aa-6e50-4328-897e-9594fc5626a2,4.625477664555595e-06
f224b164-bf47-4dc5-9101-70f2ce57a322,1.159490180249628e-06
645a7c48-4ec0-4380-9751-0326d7b84600,7.142739750215754e-07
45d4eaa3-5226-4532-8ba4-0753362b0971,6.678632441384572e-07
2478c0b7-a979-4393-aa3d-b3f408c40763,1.2260134703474764e-06
8469846d-f4e8-48cd-872b-73e53d2c6910,7.524646233217609e-07
5001dafd-4db5-47e3-b281-da0f52a62f11,1.3615358063000075e-06
2d298957-f1e4-48c6-8abd-6493ddc94ce4,1.0467235262579212e-06
6ffdd80e-abec-476b-a420-a55541f96431,6.264502420081851e-07
d573bdc9-e541-4cf2-aee8-ad1b52dd412c,8.093540186399591e-07
07667cba-1e25-4215-b648-e363d8ffc637,1.2339291685075302e-06
a34f3a77-bc08-46e7-828f-ce934737b4e7,8.675018866840533e-07
0807c9b9-f608-4912-9b3d-705fe955fe33,7.034664044801222e-07
5e363080-689b-460a-85c5-71149bc98dac,9.44994240458669e-07
d4c0bb14-8712-4ef1-878a-1e2e1226f63b,9.493052075533015e-07
2142f6f9-3821-4b4d-9872-a42a766605e1,8.834198298112153e-07
17e05e2f-86e6-4a32-9ace-fdc4a81e92aa,7.985756841763149e-06
5b3980a5-c52a-4dca-84b1-f6c90b8ca3a7,7.007337616350314e-07
bd9925c0-3f2c-4b2d-96a1-3aab866f715c,1.1403499340318338e-06
946f2535-92d0-4475-9117-30fe634b1a64,8.446316589782472e-07
2c0a1d35-92f2-4749-abcc-e3bc4f6a6c21,8.00771448052928e-07
a5e216e2-ec25-431f-9519-8bf3339454b8,6.380288744909173e-07
fc34c322-02d3-49ca-9136-36cf9d646a9c,6.344053961104759e-07
51eb6684-6ce2-4aff-99ef-a53279705829,7.172985321586992e-07
0f0a1f76-cdd6-4602-a5d5-2bc851582f93,1.2376147414873707e-06
781174d6-5dc0-4bc6-b2b1-6b4902a02eea,6.502090310051138e-07
e9e1e094-22f2-411f-9a4d-408c6def6fad,1.123149735784682e-06
4571f52e-e0e9-4b5f-ab59-7aaa420fe2d0,1.033563100304202e-06
be1ad6d3-60b4-48f8-8de3-e03a7125b592,7.33740893047461e-07
b64e4146-8b34-42ef-b3f4-397b92722398,7.799274086368762e-07
7638d874-9e5c-4a40-abc2-267fcdd1ee0c,8.653609614889523e-07
7574df39-21c2-4920-9f5d-5c0c6e37a58c,9.631536226069792e-07
