player_id,drafted
c6d3ce49-28b6-4756-8061-b2bd68730c52,1.40934101495641e-05
24dd0ae2-9d22-4d31-9cb6-c31f58f903b5,1.8323067495694327e-05
0cf3e822-9446-4285-b7ed-7c19d8e976fe,8.364212710371782e-05
b1a88de0-6852-4597-bb92-9164b40758e5,1.40934101495641e-05
97c327ce-d051-40f0-9166-1a43557c3c92,2.0027736244505818e-05
34fe41f0-255d-4274-8462-860a221a9d5a,1.4871686718136962e-05
f7292ab7-feed-434f-8cba-b193a02276c0,5.831109976188172e-05
ac793895-8cec-4d08-9480-5d0458522614,6.742937248915376e-05
8b241a30-61cc-43a2-a4b3-fe4a632ef573,3.5299754298732235e-05
5ab8c5c9-eac3-469a-9400-63f685d365b5,0.00011245839561950356
764918b8-ddea-466e-89d6-9322dba2291b,1.40934101495641e-05
f99541d2-60fc-416d-909e-abd7dc88aaf6,1.7464026746772715e-05
cb7675b3-06a3-448f-95b8-ac1bec00488a,1.40934101495641e-05
2c611c62-0369-4a50-b7c1-700673df1964,8.128167885669924e-05
580c861f-2ee9-4087-9b84-1339d83d467e,1.870987615805439e-05
5fa6c67d-776c-4338-b064-6309d770a2c5,0.00023805321857440337
c580539f-84fd-421a-b2fc-7cf56ddb596d,1.4993910600461254e-05
442aa033-15b1-418d-b4d3-8c1adfe2dd74,1.4173195419010981e-05
ca0eb92b-835b-45fa-950b-382609b0d270,1.40934101495641e-05
56db5cb1-dff0-4915-a0b3-39c79e724d6f,2.173866008595306e-05
e131f57b-1709-4599-827c-2d22b55cce5f,1.6530371414330602e-05
bf880bcc-8213-4ba5-9980-e74c9cdac0c2,1.5098041518891273e-05
cc75eb26-5b3f-4d2b-9641-7d3542d5f015,5.153887089111312e-05
c75c0267-e95d-497b-869e-3c2914f7f0bd,0.0004931072681470845
e8e02909-9496-4ce6-8f7e-a9496c7c70fd,1.40934101495641e-05
8874e568-0fcb-40e6-8f5f-e862ad84d62c,1.4605852676164498e-05
3867d275-e17f-41dd-9688-08fc9ed39a95,5.720909416836234e-05
164e93aa-6e50-4328-897e-9594fc5626a2,7.553115357723851e-05
f224b164-bf47-4dc5-9101-70f2ce57a322,1.6225048816917002e-05
645a7c48-4ec0-4380-9751-0326d7b84600,1.40934101495641e-05
45d4eaa3-5226-4532-8ba4-0753362b0971,2.0027736244505818e-05
2478c0b7-a979-4393-aa3d-b3f408c40763,2.8991857795977008e-05
8469846d-f4e8-48cd-872b-73e53d2c6910,3.12040976272321e-05
5001dafd-4db5-47e3-b281-da0f52a62f11,4.081808914479683e-05
2d298957-f1e4-48c6-8abd-6493ddc94ce4,1.8979634440530902e-05
6ffdd80e-abec-476b-a420-a55541f96431,1.4688538930119192e-05
d573bdc9-e541-4cf2-aee8-ad1b52dd412c,1.4173195419010981e-05
07667cba-1e25-4215-b648-e363d8ffc637,1.8686187865182344e-05
a34f3a77-bc08-46e7-828f-ce934737b4e7,1.4941749008175042e-05
0807c9b9-f608-4912-9b3d-705fe955fe33,4.336167441821387e-05
5e363080-689b-460a-85c5-71149bc98dac,4.7994542096712044e-05
d4c0bb14-8712-4ef1-878a-1e2e1226f63b,1.6192593888308154e-05
2142f6f9-3821-4b4d-9872-a42a766605e1,1.9673256819765188e-05
17e05e2f-86e6-4a32-9ace-fdc4a81e92aa,8.676267268791383e-05
5b3980a5-c52a-4dca-84b1-f6c90b8ca3a7,1.7956769856925647e-05
bd9925c0-3f2c-4b2d-96a1-3aab866f715c,1.919291543068658e-05
946f2535-92d0-4475-9117-30fe634b1a64,1.8545735114023818e-05
2c0a1d35-92f2-4749-abcc-e3bc4f6a6c21,1.40934101495641e-05
a5e216e2-ec25-431f-9519-8bf3339454b8,1.40934101495641e-05
fc34c322-02d3-49ca-9136-36cf9d646a9c,1.8920166036582078e-05
51eb6684-6ce2-4aff-99ef-a53279705829,1.40934101495641e-05
0f0a1f76-cdd6-4602-a5d5-2bc851582f93,4.598695727650642e-05
781174d6-5dc0-4bc6-b2b1-6b4902a02eea,1.6284839503950326e-05
