player_id,drafted
c6d3ce49-28b6-4756-8061-b2bd68730c52,9.276139635937437e-10
24dd0ae2-9d22-4d31-9cb6-c31f58f903b5,1.1332618291298272e-08
0cf3e822-9446-4285-b7ed-7c19d8e976fe,2.3444845101255676e-07
b1a88de0-6852-4597-bb92-9164b40758e5,1.83593985861172e-09
97c327ce-d051-40f0-9166-1a43557c3c92,1.8892539159078897e-08
34fe41f0-255d-4274-8462-860a221a9d5a,1.297764330284216e-08
f7292ab7-feed-434f-8cba-b193a02276c0,1.0115256549437766e-07
ac793895-8cec-4d08-9480-5d0458522614,7.316981888701023e-08
8b241a30-61cc-43a2-a4b3-fe4a632ef573,8.755039983866149e-09
5ab8c5c9-eac3-469a-9400-63f685d365b5,4.948103596376871e-07
764918b8-ddea-466e-89d6-9322dba2291b,9.188081092542738e-10
f99541d2-60fc-416d-909e-abd7dc88aaf6,9.269399094818486e-09
cb7675b3-06a3-448f-95b8-ac1bec00488a,8.754639347973491e-10
2c611c62-0369-4a50-b7c1-700673df1964,2.898821095104827e-07
580c861f-2ee9-4087-9b84-1339d83d467e,2.4265339898216103e-09
5fa6c67d-776c-4338-b064-6309d770a2c5,1.5747039130594497e-07
c580539f-84fd-421a-b2fc-7cf56ddb596d,2.4225704652104e-09
442aa033-15b1-418d-b4d3-8c1adfe2dd74,3.0476164532446424e-09
ca0eb92b-835b-45fa-950b-382609b0d270,3.0682206989323135e-09
56db5cb1-dff0-4915-a0b3-39c79e724d6f,3.210693388033591e-08
e131f57b-1709-4599-827c-2d22b55cce5f,2.9610309078539814e-09
bf880bcc-8213-4ba5-9980-e74c9cdac0c2,3.5311464425047414e-09
cc75eb26-5b3f-4d2b-9641-7d3542d5f015,2.447296627860308e-08
c75c0267-e95d-497b-869e-3c2914f7f0bd,4.329628648106341e-07
e8e02909-9496-4ce6-8f7e-a9496c7c70fd,1.518350400073604e-09
8874e568-0fcb-40e6-8f5f-e862ad84d62c,3.5411971770683234e-09
3867d275-e17f-41dd-9688-08fc9ed39a95,3.145619536382436e-08
164e93aa-6e50-4328-897e-9594fc5626a2,1.9416795318564187e-07
f224b164-bf47-4dc5-9101-70f2ce57a322,1.0188374951580557e-09
645a7c48-4ec0-4380-9751-0326d7b84600,2.3442815392273702e-09
45d4eaa3-5226-4532-8ba4-0753362b0971,8.375997539755653e-09
2478c0b7-a979-4393-aa3d-b3f408c40763,2.9596324297424436e-09
8469846d-f4e8-48cd-872b-73e53d2c6910,8.010550976777434e-09
5001dafd-4db5-47e3-b281-da0f52a62f11,1.1168984698320114e-08
2d298957-f1e4-48c6-8abd-6493ddc94ce4,6.4645919026100635e-09
6ffdd80e-abec-476b-a420-a55541f96431,6.852037404397514e-09
d573bdc9-e541-4cf2-aee8-ad1b52dd412c,2.3065297184932643e-09
07667cba-1e25-4215-b648-e363d8ffc637,3.8867487956418936e-09
a34f3a77-bc08-46e7-828f-ce934737b4e7,9.486991877657714e-09
0807c9b9-f608-4912-9b3d-705fe955fe33,2.4342448887310033e-08
5e363080-689b-460a-85c5-71149bc98dac,6.910028225593718e-08
d4c0bb14-8712-4ef1-878a-1e2e1226f63b,1.0191104082431984e-08
2142f6f9-3821-4b4d-9872-a42a766605e1,4.044649524514841e-09
17e05e2f-86e6-4a32-9ace-fdc4a81e92aa,1.3919818311059056e-07
5b3980a5-c52a-4dca-84b1-f6c90b8ca3a7,4.122649792499924e-09
bd9925c0-3f2c-4b2d-96a1-3aab866f715c,3.6785465367962416e-08
946f2535-92d0-4475-9117-30fe634b1a64,1.494803670172415e-08
2c0a1d35-92f2-4749-abcc-e3bc4f6a6c21,8.272357266117173e-10
a5e216e2-ec25-431f-9519-8bf3339454b8,8.681058432895796e-10
fc34c322-02d3-49ca-9136-36cf9d646a9c,1.0660322580798504e-08
51eb6684-6ce2-4aff-99ef-a53279705829,3.4612346538436133e-09
0f0a1f76-cdd6-4602-a5d5-2bc851582f93,1.2619976906835497e-08
781174d6-5dc0-4bc6-b2b1-6b4902a02eea,1.0025506278880873e-08
e9e1e094-22f2-411f-9a4d-408c6def6fad,1.607278315819455e-09
4571f52e-e0e9-4b5f-ab59-7aaa420fe2d0,2.4543066290827093e-08
