player_id,drafted
c6d3ce49-28b6-4756-8061-b2bd68730c52,1.1181999088479818e-09
24dd0ae2-9d22-4d31-9cb6-c31f58f903b5,1.0777354184036987e-08
0cf3e822-9446-4285-b7ed-7c19d8e976fe,6.671230569217631e-08
b1a88de0-6852-4597-bb92-9164b40758e5,2.9547104189993983e-09
97c327ce-d051-40f0-9166-1a43557c3c92,2.4316203209861954e-08
34fe41f0-255d-4274-8462-860a221a9d5a,6.9028710998933095e-09
f7292ab7-feed-434f-8cba-b193a02276c0,1.0647469666109596e-07
ac793895-8cec-4d08-9480-5d0458522614,2.227919299749809e-08
8b241a30-61cc-43a2-a4b3-fe4a632ef573,1.5343463288887018e-08
5ab8c5c9-eac3-469a-9400-63f685d365b5,2.046781638740774e-07
764918b8-ddea-466e-89d6-9322dba2291b,2.4006023052249365e-09
f99541d2-60fc-416d-909e-abd7dc88aaf6,7.33310738858905e-09
cb7675b3-06a3-448f-95b8-ac1bec00488a,1.128569296882551e-09
2c611c62-0369-4a50-b7c1-700673df1964,4.656870531397318e-07
580c861f-2ee9-4087-9b84-1339d83d467e,4.235204700627155e-09
5fa6c67d-776c-4338-b064-6309d770a2c5,3.389864181081639e-07
c580539f-84fd-421a-b2fc-7cf56ddb596d,3.424683635848311e-09
442aa033-15b1-418d-b4d3-8c1adfe2dd74,5.310184133672656e-09
ca0eb92b-835b-45fa-950b-382609b0d270,2.5082006239416686e-09
56db5cb1-dff0-4915-a0b3-39c79e724d6f,8.099314614697932e-09
e131f57b-1709-4599-827c-2d22b55cce5f,6.988993601393045e-09
bf880bcc-8213-4ba5-9980-e74c9cdac0c2,2.5967895744306226e-09
cc75eb26-5b3f-4d2b-9641-7d3542d5f015,4.555777057753499e-08
c75c0267-e95d-497b-869e-3c2914f7f0bd,3.9058074132470466e-07
e8e02909-9496-4ce6-8f7e-a9496c7c70fd,2.8374281328285147e-09
8874e568-0fcb-40e6-8f5f-e862ad84d62c,5.473665228739551e-09
3867d275-e17f-41dd-9688-08fc9ed39a95,5.1319925206326444e-08
164e93aa-6e50-4328-897e-9594fc5626a2,2.78181063322945e-07
f224b164-bf47-4dc5-9101-70f2ce57a322,9.076827481054222e-10
645a7c48-4ec0-4380-9751-0326d7b84600,3.3595259858381748e-09
45d4eaa3-5226-4532-8ba4-0753362b0971,1.261042595478665e-08
2478c0b7-a979-4393-aa3d-b3f408c40763,6.736961871003311e-09
8469846d-f4e8-48cd-872b-73e53d2c6910,1.728715857451851e-08
5001dafd-4db5-47e3-b281-da0f52a62f11,9.835987525726075e-09
2d298957-f1e4-48c6-8abd-6493ddc94ce4,9.010033733514197e-09
6ffdd80e-abec-476b-a420-a55541f96431,1.2145732123390993e-08
d573bdc9-e541-4cf2-aee8-ad1b52dd412c,1.8847573546764495e-09
07667cba-1e25-4215-b648-e363d8ffc637,9.184824921323859e-09
a34f3a77-bc08-46e7-828f-ce934737b4e7,6.813707385095702e-09
0807c9b9-f608-4912-9b3d-705fe955fe33,1.708290253887977e-08
5e363080-689b-460a-85c5-71149bc98dac,1.3910040055557504e-07
d4c0bb14-8712-4ef1-878a-1e2e1226f63b,3.2484135272210948e-09
2142f6f9-3821-4b4d-9872-a42a766605e1,1.874571386547346e-08
17e05e2f-86e6-4a32-9ace-fdc4a81e92aa,7.588525604626644e-08
5b3980a5-c52a-4dca-84b1-f6c90b8ca3a7,8.262201668134015e-09
bd9925c0-3f2c-4b2d-96a1-3aab866f715c,1.646061503571623e-08
946f2535-92d0-4475-9117-30fe634b1a64,4.755552010465187e-09
2c0a1d35-92f2-4749-abcc-e3bc4f6a6c21,1.0217581807303576e-09
a5e216e2-ec25-431f-9519-8bf3339454b8,1.0182647249056412e-09
fc34c322-02d3-49ca-9136-36cf9d646a9c,1.3165281355246148e-08
51eb6684-6ce2-4aff-99ef-a53279705829,4.495682671583788e-09
0f0a1f76-cdd6-4602-a5d5-2bc851582f93,1.5370088522119565e-08
781174d6-5dc0-4bc6-b2b1-6b4902a02eea,4.687585423183933e-09
e9e1e094-22f2-411f-9a4d-408c6def6fad,1.298577065875234e-09
4571f52e-e0e9-4b5f-ab59-7aaa420fe2d0,1.9208969825720232e-08
be1ad6d3-60b4-48f8-8de3-e03a7125b592,3.488984223426176e-09
b64e4146-8b34-42ef-b3f4-397b92722398,4.9948004146969236e-09
7638d874-9e5c-4a40-abc2-267fcdd1ee0c,2.247221620733295e-09
7574df39-21c2-4920-9f5d-5c0c6e37a58c,3.224113650706137e-09
f2deeb90-bb68-4c65-adfe-4860c8ce28dc,1.2211312585427544e-08
93b82cd1-0bd0-4922-a7fa-ec7637c93c4f,1.6029837074764508e-09
68a594c2-37be-4c10-b024-fc9441143a1f,8.939435093766596e-10
18fba9df-2026-4f01-bce8-984803a32a16,3.5641530231654826e-09
de6573e1-c764-41ee-8905-93b2081f599c,3.359141934529334e-09
d8a59c62-decc-47e9-ba1f-a93f36138c67,2.006448182932064e-09
